字頻序號,字,擴展,出現頻次,出現頻率,累積頻次,累積頻率
1,的,,45298,0.03030698382686388,45298,0.03030698382686388
2,國,,24075,0.01610756844963901,69373,0.04641455227650289
3,不,,21680,0.01450517482816921,91053,0.0609197271046721
4,是,,20420,0.013662161899963804,111473,0.0745818890046359
5,人,,16153,0.010807291928017401,127626,0.0853891809326533
6,有,,15613,0.010446000673072227,143239,0.09583518160572553
7,一,,14922,0.009983681678318309,158161,0.10581886328404384
8,中,,14116,0.00944442102741866,172277,0.1152632843114625
9,在,,13873,0.009281839962693333,186150,0.12454512427415583
10,他,,12825,0.008580667304947883,198975,0.13312579157910373
11,大,,12525,0.008379949941089454,211500,0.14150574152019316
12,民,,11914,0.007971155576697784,223414,0.14947689709689096
13,和,,10992,0.007354284211772876,234406,0.15683118130866383
14,政,,10790,0.0072191345201082,245196,0.16405031582877203
15,這,,10586,0.007082646712684468,255782,0.1711329625414565
16,對,,9972,0.006671845174654214,265754,0.1778048077161107
17,黨,,9725,0.006506587878410773,275479,0.18431139559452148
18,但,,8608,0.005759250226977886,284087,0.19007064582149938
19,會,,8203,0.005488281785769005,292290,0.19555892760726837
20,為,,8144,0.005448807370876847,300434,0.20100773497814522
21,台,,7575,0.005068113437425358,308009,0.20607584841557058
22,以,,7406,0.004955042655785109,315415,0.2110308910713557
23,來,,6206,0.0041521732003513894,321621,0.21518306427170708
24,到,,6199,0.004147489795194692,327820,0.21933055406690177
25,主,,6056,0.004051814518422174,333876,0.22338236858532395
26,上,,5918,0.0039594845310472965,339794,0.22734185311637126
27,也,,5915,0.003957477357408712,345709,0.23129933047377996
28,馬,,5779,0.0038664854857928905,351488,0.23516581595957284
29,要,,5587,0.0037380263729234952,357075,0.23890384233249634
30,年,,5558,0.0037186236944171803,362633,0.24262246602691354
31,法,,5551,0.003713940289260484,368184,0.246336406316174
32,了,,5447,0.0036443582697895612,373631,0.24998076458596358
33,美,,5238,0.0035045251729681885,378869,0.25348528975893175
34,家,,5192,0.0034737485105098957,384061,0.25695903826944166
35,成,,4992,0.003339936934604276,389053,0.26029897520404593
36,力,,4936,0.003302469693350702,393989,0.2636014448973966
37,都,,4922,0.0032931028830373086,398911,0.2668945477804339
38,多,,4861,0.0032522903523860944,403772,0.27014683813282003
39,出,,4822,0.0032261970950844985,408594,0.2733730352279045
40,如,,4821,0.0032255280372049705,413415,0.2765985632651095
41,可,,4786,0.003202111011421487,418201,0.279800674276531
42,之,,4784,0.0032007728956624307,422985,0.28300144717219344
43,個,,4698,0.0031432339180230144,427683,0.28614468109021646
44,與,,4668,0.003123162181637171,432351,0.2892678432718536
45,事,,4572,0.0030589326252024734,436923,0.2923267758970561
46,無,,4436,0.002967940753586652,441359,0.2952947166506427
47,自,,4429,0.0029632573484299554,445788,0.29825797399907267
