字頻序號,字,擴展,出現頻次,出現頻率,累積頻次,累積頻率
1,的,,25556,50.50592885375494,25556,50.50592885375494
2,一,,12076,23.865612648221344,37632,74.37154150197628
3,人,,9401,18.57905138339921,47033,92.9505928853755
4,不,,8907,17.602766798418973,55940,110.55335968379447
5,是,,8332,16.466403162055336,64272,127.0197628458498
6,了,,6700,13.24110671936759,70972,140.2608695652174
7,國,,6473,12.792490118577074,77445,153.05335968379447
8,他,,6122,12.098814229249012,83567,165.15217391304347
9,有,,5796,11.454545454545455,89363,176.60671936758894
10,年,,5735,11.33399209486166,95098,187.9407114624506
11,我,,5566,11.0,100664,198.9407114624506
12,大,,5232,10.339920948616601,105896,209.2806324110672
13,個,,4751,9.389328063241107,110647,218.6699604743083
14,在,,4519,8.930830039525691,115166,227.600790513834
15,們,,4153,8.207509881422926,119319,235.8083003952569
16,台,,3982,7.869565217391305,123301,243.67786561264822
17,中,,3849,7.606719367588933,127150,251.28458498023716
18,為,,3848,7.604743083003952,130998,258.8893280632411
19,上,,3311,6.543478260869565,134309,265.4328063241107
20,來,,3059,6.045454545454546,137368,271.4782608695652
21,政,,2993,5.91501976284585,140361,277.39328063241106
22,時,,2944,5.818181818181818,143305,283.2114624505929
23,這,,2884,5.699604743083004,146189,288.9110671936759
24,地,,2750,5.434782608695652,148939,294.34584980237156
25,會,,2719,5.373517786561265,151658,299.7193675889328
26,生,,2690,5.316205533596838,154348,305.0355731225296
27,民,,2655,5.247035573122529,157003,310.2826086956522
28,只,,2632,5.201581027667984,159635,315.4841897233202
29,自,,2616,5.169960474308301,162251,320.65415019762844
30,以,,2588,5.1146245059288535,164839,325.7687747035573
31,家,,2572,5.08300395256917,167411,330.8517786561265
32,後,,2477,4.895256916996048,169888,335.7470355731225
33,到,,2432,4.8063241106719365,172320,340.55335968379444
34,美,,2392,4.7272727272727275,174712,345.2806324110672
35,出,,2336,4.616600790513834,177048,349.897233201581
36,下,,2304,4.553359683794467,179352,354.4505928853755
37,與,,2295,4.5355731225296445,181647,358.9861660079051
38,也,,2273,4.492094861660079,183920,363.4782608695652
39,可,,2206,4.359683794466403,186126,367.8379446640316
40,沒,,2204,4.355731225296442,188330,372.19367588932806
41,成,,2199,4.345849802371541,190529,376.5395256916996
42,之,,2119,4.187747035573122,192648,380.72727272727275
43,如,,2109,4.16798418972332,194757,384.89525691699606
44,灣,,2105,4.160079051383399,196862,389.05533596837944
45,當,,2079,4.108695652173913,198941,393.1640316205534
46,天,,2062,4.075098814229249,201003,397.2391304347826
47,法,,2051,4.053359683794467,203054,401.29249011857706
48,於,,2047,4.045454545454546,205101,405.3379446640316
49,要,,2023,3.9980237154150196,207124,409.3359683794466
